campus,method,year,month,day,site,side,zone,transect,depth,MPAGroup,MPA_STATUS,RESERVE,MLPA_REGN,REGION,SUBREGION,LAT_WGS84,LON_WGS84,YEAR_MPA
UCSB,SBTL_SWATH,2006,7,13,SCI_PELICAN,E,OUTER,1,9.8,Scorpion SMR,reference,OUT,SCSR,NCI East,SCI,34.02805,-119.690917,0
UCSB,SBTL_SWATH,2006,7,13,SCI_PELICAN,E,OUTER,2,10.4,Scorpion SMR,reference,OUT,SCSR,NCI East,SCI,34.02805,-119.690917,0
UCSB,SBTL_SWATH,2006,7,13,SCI_PELICAN,W,INNER,1,6.1,Scorpion SMR,reference,OUT,SCSR,NCI East,SCI,34.035867,-119.7023,0
UCSB,SBTL_SWATH,2006,7,13,SCI_PELICAN,W,INNER,2,5.8,Scorpion SMR,reference,OUT,SCSR,NCI East,SCI,34.035867,-119.7023,0
UCSB,SBTL_SWATH,2006,7,13,SCI_PELICAN,W,OUTER,1,8.8,Scorpion SMR,reference,OUT,SCSR,NCI East,SCI,34.035867,-119.7023,0
UCSB,SBTL_SWATH,2006,7,13,SCI_PELICAN,W,OUTER,2,10.1,Scorpion SMR,reference,OUT,SCSR,NCI East,SCI,34.035867,-119.7023,0
UCSB,SBTL_SWATH,2006,8,4,SCI_SCORPION,E,INNER,1,6.1,Scorpion SMR,SMR,IN,SCSR,NCI East,SCI,34.048467,-119.546367,2003
UCSB,SBTL_SWATH,2006,8,4,SCI_SCORPION,E,INNER,2,5.2,Scorpion SMR,SMR,IN,SCSR,NCI East,SCI,34.048467,-119.546367,2003
UCSB,SBTL_SWATH,2006,8,4,SCI_SCORPION,E,MID,1,11.3,Scorpion SMR,SMR,IN,SCSR,NCI East,SCI,34.048467,-119.546367,2003
UCSB,SBTL_SWATH,2006,8,4,SCI_SCORPION,E,MID,2,11.3,Scorpion SMR,SMR,IN,SCSR,NCI East,SCI,34.048467,-119.546367,2003
UCSB,SBTL_SWATH,2006,7,27,SCI_SCORPION,E,OUTER,1,20.1,Scorpion SMR,SMR,IN,SCSR,NCI East,SCI,34.048467,-119.546367,2003
UCSB,SBTL_SWATH,2006,7,27,SCI_SCORPION,E,OUTER,2,18.3,Scorpion SMR,SMR,IN,SCSR,NCI East,SCI,34.048467,-119.546367,2003
UCSB,SBTL_SWATH,2006,7,27,SCI_SCORPION,W,INNER,1,5.5,Scorpion SMR,SMR,IN,SCSR,NCI East,SCI,34.0525,-119.55525,2003
UCSB,SBTL_SWATH,2006,7,27,SCI_SCORPION,W,INNER,2,5.8,Scorpion SMR,SMR,IN,SCSR,NCI East,SCI,34.0525,-119.55525,2003
UCSB,SBTL_SWATH,2006,7,27,SCI_SCORPION,W,MID,1,7,Scorpion SMR,SMR,IN,SCSR,NCI East,SCI,34.0525,-119.55525,2003
UCSB,SBTL_SWATH,2006,7,27,SCI_SCORPION,W,MID,2,9.1,Scorpion SMR,SMR,IN,SCSR,NCI East,SCI,34.0525,-119.55525,2003
UCSB,SBTL_SWATH,2006,7,27,SCI_SCORPION,W,OUTER,1,11.3,Scorpion SMR,SMR,IN,SCSR,NCI East,SCI,34.0525,-119.55525,2003
UCSB,SBTL_SWATH,2006,7,27,SCI_SCORPION,W,OUTER,2,10.7,Scorpion SMR,SMR,IN,SCSR,NCI East,SCI,34.0525,-119.55525,2003
UCSB,SBTL_SWATH,2006,7,12,SCI_VALLEY,CEN,INNER,1,7.3,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.983617,-119.6384,0
UCSB,SBTL_SWATH,2006,7,12,SCI_VALLEY,CEN,INNER,2,7.3,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.983617,-119.6384,0
UCSB,SBTL_SWATH,2006,7,12,SCI_VALLEY,CEN,OUTER,1,12.2,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.983617,-119.6384,0
UCSB,SBTL_SWATH,2006,7,12,SCI_VALLEY,CEN,OUTER,2,9.8,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.983617,-119.6384,0
UCSB,SBTL_SWATH,2006,7,12,SCI_VALLEY,E,INNER,1,6.7,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.98355,-119.620317,0
UCSB,SBTL_SWATH,2006,7,12,SCI_VALLEY,E,INNER,2,6.4,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.98355,-119.620317,0
UCSB,SBTL_SWATH,2006,7,12,SCI_VALLEY,E,OUTER,1,12.2,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.98355,-119.620317,0
UCSB,SBTL_SWATH,2006,7,12,SCI_VALLEY,E,OUTER,2,12.2,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.98355,-119.620317,0
UCSB,SBTL_SWATH,2006,7,12,SCI_VALLEY,W,INNER,1,6.1,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.9817,-119.6637,0
UCSB,SBTL_SWATH,2006,7,12,SCI_VALLEY,W,INNER,2,5.5,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.9817,-119.6637,0
UCSB,SBTL_SWATH,2006,7,12,SCI_VALLEY,W,OUTER,1,10.7,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.9817,-119.6637,0
UCSB,SBTL_SWATH,2006,7,12,SCI_VALLEY,W,OUTER,2,11.3,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.9817,-119.6637,0
UCSB,SBTL_SWATH,2006,7,7,SCI_YELLOWBANKS,CEN,INNER,1,8.5,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.988533,-119.546983,0
UCSB,SBTL_SWATH,2006,7,7,SCI_YELLOWBANKS,CEN,INNER,2,8.5,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.988533,-119.546983,0
UCSB,SBTL_SWATH,2006,7,7,SCI_YELLOWBANKS,CEN,MID,1,11,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.988533,-119.546983,0
UCSB,SBTL_SWATH,2006,7,7,SCI_YELLOWBANKS,CEN,MID,2,7.3,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.988533,-119.546983,0
UCSB,SBTL_SWATH,2006,7,6,SCI_YELLOWBANKS,CEN,OUTER,1,18,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.988533,-119.546983,0
UCSB,SBTL_SWATH,2006,7,6,SCI_YELLOWBANKS,CEN,OUTER,2,18,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.988533,-119.546983,0
UCSB,SBTL_SWATH,2006,7,7,SCI_YELLOWBANKS,W,INNER,1,10.1,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.9893,-119.564933,0
UCSB,SBTL_SWATH,2006,7,7,SCI_YELLOWBANKS,W,INNER,2,9.1,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.9893,-119.564933,0
UCSB,SBTL_SWATH,2006,7,7,SCI_YELLOWBANKS,W,MID,1,12.2,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.9893,-119.564933,0
UCSB,SBTL_SWATH,2006,7,7,SCI_YELLOWBANKS,W,MID,2,12.2,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.9893,-119.564933,0
UCSB,SBTL_SWATH,2006,7,7,SCI_YELLOWBANKS,W,OUTER,1,18.3,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.9893,-119.564933,0
UCSB,SBTL_SWATH,2006,7,7,SCI_YELLOWBANKS,W,OUTER,2,19.2,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.9893,-119.564933,0
UCSB,SBTL_SWATH,2006,7,20,SMI_CROOK_POINT,E,INNER,1,6.7,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.015867,-120.3305,0
UCSB,SBTL_SWATH,2006,7,20,SMI_CROOK_POINT,E,INNER,2,7.3,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.015867,-120.3305,0
UCSB,SBTL_SWATH,2006,7,20,SMI_CROOK_POINT,E,MID,1,10.4,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.015867,-120.3305,0
UCSB,SBTL_SWATH,2006,7,20,SMI_CROOK_POINT,E,MID,2,10.7,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.015867,-120.3305,0
UCSB,SBTL_SWATH,2006,7,20,SMI_CROOK_POINT,E,OUTER,1,11,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.015867,-120.3305,0
UCSB,SBTL_SWATH,2006,7,20,SMI_CROOK_POINT,E,OUTER,2,13.4,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.015867,-120.3305,0
UCSB,SBTL_SWATH,2006,7,20,SMI_CROOK_POINT,W,INNER,1,7.9,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.01385,-120.337333,0
UCSB,SBTL_SWATH,2006,7,20,SMI_CROOK_POINT,W,INNER,2,7.6,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.01385,-120.337333,0
UCSB,SBTL_SWATH,2006,7,20,SMI_CROOK_POINT,W,MID,1,7.6,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.01385,-120.337333,0
UCSB,SBTL_SWATH,2006,7,20,SMI_CROOK_POINT,W,MID,2,9.1,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.01385,-120.337333,0
UCSB,SBTL_SWATH,2006,7,20,SMI_CROOK_POINT,W,OUTER,1,14.9,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.01385,-120.337333,0
UCSB,SBTL_SWATH,2006,7,20,SMI_CROOK_POINT,W,OUTER,2,15.2,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.01385,-120.337333,0
UCSB,SBTL_SWATH,2006,7,18,SMI_CUYLER,E,INNER,1,9.1,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.051717,-120.346183,0
UCSB,SBTL_SWATH,2006,7,18,SMI_CUYLER,E,INNER,2,9.1,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.051717,-120.346183,0
UCSB,SBTL_SWATH,2006,7,18,SMI_CUYLER,E,MID,1,9.5,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.051717,-120.346183,0
UCSB,SBTL_SWATH,2006,7,18,SMI_CUYLER,E,MID,2,9.5,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.051717,-120.346183,0
UCSB,SBTL_SWATH,2006,7,17,SMI_CUYLER,E,OUTER,1,13.7,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.051717,-120.346183,0
UCSB,SBTL_SWATH,2006,7,17,SMI_CUYLER,E,OUTER,2,14.6,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.051717,-120.346183,0
UCSB,SBTL_SWATH,2006,7,17,SMI_CUYLER,W,INNER,1,6.4,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.05705,-120.3526,0
UCSB,SBTL_SWATH,2006,7,17,SMI_CUYLER,W,INNER,2,4.9,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.05705,-120.3526,0
UCSB,SBTL_SWATH,2006,7,17,SMI_CUYLER,W,MID,1,7,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.05705,-120.3526,0
UCSB,SBTL_SWATH,2006,7,17,SMI_CUYLER,W,MID,2,7.9,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.05705,-120.3526,0
UCSB,SBTL_SWATH,2006,7,17,SMI_CUYLER,W,OUTER,1,13.4,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.05705,-120.3526,0
UCSB,SBTL_SWATH,2006,7,17,SMI_CUYLER,W,OUTER,2,11.9,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.05705,-120.3526,0
UCSB,SBTL_SWATH,2006,7,18,SMI_HARRIS_PT_RESERVE,E,INNER,1,9.8,Harris Point SMR,SMR,IN,SCSR,NCI West,SMI,34.052783,-120.337383,2003
UCSB,SBTL_SWATH,2006,7,18,SMI_HARRIS_PT_RESERVE,E,INNER,2,10.4,Harris Point SMR,SMR,IN,SCSR,NCI West,SMI,34.052783,-120.337383,2003
UCSB,SBTL_SWATH,2006,7,18,SMI_HARRIS_PT_RESERVE,E,MID,1,10.7,Harris Point SMR,SMR,IN,SCSR,NCI West,SMI,34.052783,-120.337383,2003
UCSB,SBTL_SWATH,2006,7,18,SMI_HARRIS_PT_RESERVE,E,MID,2,10.4,Harris Point SMR,SMR,IN,SCSR,NCI West,SMI,34.052783,-120.337383,2003
UCSB,SBTL_SWATH,2006,7,18,SMI_HARRIS_PT_RESERVE,E,OUTER,1,13.4,Harris Point SMR,SMR,IN,SCSR,NCI West,SMI,34.052783,-120.337383,2003
UCSB,SBTL_SWATH,2006,7,18,SMI_HARRIS_PT_RESERVE,E,OUTER,2,13.7,Harris Point SMR,SMR,IN,SCSR,NCI West,SMI,34.052783,-120.337383,2003
UCSB,SBTL_SWATH,2006,7,18,SMI_HARRIS_PT_RESERVE,W,INNER,1,4.9,Harris Point SMR,SMR,IN,SCSR,NCI West,SMI,34.063683,-120.355983,2003
UCSB,SBTL_SWATH,2006,7,18,SMI_HARRIS_PT_RESERVE,W,INNER,2,6.7,Harris Point SMR,SMR,IN,SCSR,NCI West,SMI,34.063683,-120.355983,2003
UCSB,SBTL_SWATH,2006,7,18,SMI_HARRIS_PT_RESERVE,W,MID,1,7.9,Harris Point SMR,SMR,IN,SCSR,NCI West,SMI,34.063683,-120.355983,2003
UCSB,SBTL_SWATH,2006,7,18,SMI_HARRIS_PT_RESERVE,W,MID,2,7.6,Harris Point SMR,SMR,IN,SCSR,NCI West,SMI,34.063683,-120.355983,2003
UCSB,SBTL_SWATH,2006,7,18,SMI_HARRIS_PT_RESERVE,W,OUTER,1,11.9,Harris Point SMR,SMR,IN,SCSR,NCI West,SMI,34.063683,-120.355983,2003
UCSB,SBTL_SWATH,2006,7,18,SMI_HARRIS_PT_RESERVE,W,OUTER,2,12.8,Harris Point SMR,SMR,IN,SCSR,NCI West,SMI,34.063683,-120.355983,2003
UCSB,SBTL_SWATH,2006,7,19,SMI_TYLER_BIGHT,E,INNER,1,7,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.025467,-120.4067,0
UCSB,SBTL_SWATH,2006,7,19,SMI_TYLER_BIGHT,E,INNER,2,5.2,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.025467,-120.4067,0
UCSB,SBTL_SWATH,2006,7,19,SMI_TYLER_BIGHT,E,MID,1,10.4,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.025467,-120.4067,0
UCSB,SBTL_SWATH,2006,7,19,SMI_TYLER_BIGHT,E,MID,2,9.1,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.025467,-120.4067,0
UCSB,SBTL_SWATH,2006,7,19,SMI_TYLER_BIGHT,E,OUTER,1,14.3,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.025467,-120.4067,0
UCSB,SBTL_SWATH,2006,7,19,SMI_TYLER_BIGHT,E,OUTER,2,13.7,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.025467,-120.4067,0
UCSB,SBTL_SWATH,2006,7,19,SMI_TYLER_BIGHT,W,INNER,1,7.9,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.027292,-120.411744,0
UCSB,SBTL_SWATH,2006,7,19,SMI_TYLER_BIGHT,W,INNER,2,11,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.027292,-120.411744,0
UCSB,SBTL_SWATH,2006,7,19,SMI_TYLER_BIGHT,W,MID,1,10.7,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.027292,-120.411744,0
UCSB,SBTL_SWATH,2006,7,19,SMI_TYLER_BIGHT,W,MID,2,12.5,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.027292,-120.411744,0
UCSB,SBTL_SWATH,2006,7,19,SMI_TYLER_BIGHT,W,OUTER,1,14.3,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.027292,-120.411744,0
UCSB,SBTL_SWATH,2006,7,19,SMI_TYLER_BIGHT,W,OUTER,2,14.6,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.027292,-120.411744,0
UCSB,SBTL_SWATH,2007,7,11,ANACAPA_ADMIRALS,CEN,INNER,1,6.7,Anacapa Island SMCA,reference,OUT,SCSR,NCI East,ANA,34.002883,-119.4252,0
UCSB,SBTL_SWATH,2007,7,11,ANACAPA_ADMIRALS,CEN,INNER,2,6.7,Anacapa Island SMCA,reference,OUT,SCSR,NCI East,ANA,34.002883,-119.4252,0
UCSB,SBTL_SWATH,2007,7,11,ANACAPA_ADMIRALS,CEN,OUTER,1,16.8,Anacapa Island SMCA,reference,OUT,SCSR,NCI East,ANA,34.002883,-119.4252,0
UCSB,SBTL_SWATH,2007,7,11,ANACAPA_ADMIRALS,CEN,OUTER,2,13.7,Anacapa Island SMCA,reference,OUT,SCSR,NCI East,ANA,34.002883,-119.4252,0
UCSB,SBTL_SWATH,2007,7,11,ANACAPA_ADMIRALS,E,INNER,1,6.1,Anacapa Island SMCA,reference,OUT,SCSR,NCI East,ANA,34.003433,-119.418,0
UCSB,SBTL_SWATH,2007,7,11,ANACAPA_ADMIRALS,E,INNER,2,4.9,Anacapa Island SMCA,reference,OUT,SCSR,NCI East,ANA,34.003433,-119.418,0
UCSB,SBTL_SWATH,2007,7,11,ANACAPA_ADMIRALS,E,OUTER,1,13.7,Anacapa Island SMCA,reference,OUT,SCSR,NCI East,ANA,34.003433,-119.418,0
UCSB,SBTL_SWATH,2007,7,11,ANACAPA_ADMIRALS,E,OUTER,2,12.8,Anacapa Island SMCA,reference,OUT,SCSR,NCI East,ANA,34.003433,-119.418,0
UCSB,SBTL_SWATH,2007,7,11,ANACAPA_ADMIRALS,W,INNER,1,4.6,Anacapa Island SMCA,reference,OUT,SCSR,NCI East,ANA,34.00775,-119.434383,0
UCSB,SBTL_SWATH,2007,7,11,ANACAPA_ADMIRALS,W,INNER,2,4.9,Anacapa Island SMCA,reference,OUT,SCSR,NCI East,ANA,34.00775,-119.434383,0
UCSB,SBTL_SWATH,2007,7,11,ANACAPA_ADMIRALS,W,OUTER,1,15.2,Anacapa Island SMCA,reference,OUT,SCSR,NCI East,ANA,34.00775,-119.434383,0
UCSB,SBTL_SWATH,2007,7,11,ANACAPA_ADMIRALS,W,OUTER,2,15.2,Anacapa Island SMCA,reference,OUT,SCSR,NCI East,ANA,34.00775,-119.434383,0
UCSB,SBTL_SWATH,2007,7,18,ANACAPA_EAST_FISH_CAMP,CEN,INNER,1,7.3,Anacapa Island SMR,reference,OUT,SCSR,NCI East,ANA,34.001583,-119.398067,0
UCSB,SBTL_SWATH,2007,7,18,ANACAPA_EAST_FISH_CAMP,CEN,INNER,2,5.5,Anacapa Island SMR,reference,OUT,SCSR,NCI East,ANA,34.001583,-119.398067,0
UCSB,SBTL_SWATH,2007,7,18,ANACAPA_EAST_FISH_CAMP,CEN,OUTER,1,9.1,Anacapa Island SMR,reference,OUT,SCSR,NCI East,ANA,34.001583,-119.398067,0
UCSB,SBTL_SWATH,2007,7,18,ANACAPA_EAST_FISH_CAMP,CEN,OUTER,2,9.5,Anacapa Island SMR,reference,OUT,SCSR,NCI East,ANA,34.001583,-119.398067,0
UCSB,SBTL_SWATH,2007,7,18,ANACAPA_EAST_FISH_CAMP,E,INNER,1,5.5,Anacapa Island SMR,reference,OUT,SCSR,NCI East,ANA,34.0045,-119.385783,0
UCSB,SBTL_SWATH,2007,7,18,ANACAPA_EAST_FISH_CAMP,E,INNER,2,5.2,Anacapa Island SMR,reference,OUT,SCSR,NCI East,ANA,34.0045,-119.385783,0
UCSB,SBTL_SWATH,2007,7,18,ANACAPA_EAST_FISH_CAMP,E,OUTER,1,9.5,Anacapa Island SMR,reference,OUT,SCSR,NCI East,ANA,34.0045,-119.385783,0
UCSB,SBTL_SWATH,2007,7,18,ANACAPA_EAST_FISH_CAMP,E,OUTER,2,8.5,Anacapa Island SMR,reference,OUT,SCSR,NCI East,ANA,34.0045,-119.385783,0
UCSB,SBTL_SWATH,2007,7,18,ANACAPA_EAST_FISH_CAMP,W,INNER,1,7.6,Anacapa Island SMR,reference,OUT,SCSR,NCI East,ANA,34.003083,-119.404167,0
UCSB,SBTL_SWATH,2007,7,18,ANACAPA_EAST_FISH_CAMP,W,INNER,2,5.5,Anacapa Island SMR,reference,OUT,SCSR,NCI East,ANA,34.003083,-119.404167,0
UCSB,SBTL_SWATH,2007,7,18,ANACAPA_EAST_FISH_CAMP,W,OUTER,1,10.7,Anacapa Island SMR,reference,OUT,SCSR,NCI East,ANA,34.003083,-119.404167,0
UCSB,SBTL_SWATH,2007,7,18,ANACAPA_EAST_FISH_CAMP,W,OUTER,2,8.2,Anacapa Island SMR,reference,OUT,SCSR,NCI East,ANA,34.003083,-119.404167,0
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,CEN,INNER,1,7,Anacapa Island SMR,SMR,IN,SCSR,NCI East,ANA,34.017667,-119.363683,1978
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,CEN,INNER,2,6.1,Anacapa Island SMR,SMR,IN,SCSR,NCI East,ANA,34.017667,-119.363683,1978
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,CEN,OUTER,1,12.2,Anacapa Island SMR,SMR,IN,SCSR,NCI East,ANA,34.017667,-119.363683,1978
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,CEN,OUTER,2,11.3,Anacapa Island SMR,SMR,IN,SCSR,NCI East,ANA,34.017667,-119.363683,1978
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,E,INNER,1,6.1,Anacapa Island SMR,SMR,IN,SCSR,NCI East,ANA,34.017033,-119.361133,1978
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,E,INNER,2,4.9,Anacapa Island SMR,SMR,IN,SCSR,NCI East,ANA,34.017033,-119.361133,1978
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,E,OUTER,1,12.2,Anacapa Island SMR,SMR,IN,SCSR,NCI East,ANA,34.017033,-119.361133,1978
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,E,OUTER,2,12.2,Anacapa Island SMR,SMR,IN,SCSR,NCI East,ANA,34.017033,-119.361133,1978
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,W,INNER,1,4.6,Anacapa Island SMR,SMR,IN,SCSR,NCI East,ANA,34.015867,-119.371733,1978
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,W,INNER,2,4.9,Anacapa Island SMR,SMR,IN,SCSR,NCI East,ANA,34.015867,-119.371733,1978
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,W,OUTER,1,6.4,Anacapa Island SMR,SMR,IN,SCSR,NCI East,ANA,34.015867,-119.371733,1978
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,W,OUTER,2,9.1,Anacapa Island SMR,SMR,IN,SCSR,NCI East,ANA,34.015867,-119.371733,1978
UCSB,SBTL_SWATH,2007,7,16,ANACAPA_LIGHTHOUSE_REEF,CEN,INNER,1,3.4,Anacapa Island SMR,reference,OUT,SCSR,NCI East,ANA,34.012783,-119.363133,0
UCSB,SBTL_SWATH,2007,7,16,ANACAPA_LIGHTHOUSE_REEF,CEN,INNER,2,3.4,Anacapa Island SMR,reference,OUT,SCSR,NCI East,ANA,34.012783,-119.363133,0
UCSB,SBTL_SWATH,2007,7,16,ANACAPA_LIGHTHOUSE_REEF,CEN,OUTER,1,6.1,Anacapa Island SMR,reference,OUT,SCSR,NCI East,ANA,34.012783,-119.363133,0
UCSB,SBTL_SWATH,2007,7,16,ANACAPA_LIGHTHOUSE_REEF,CEN,OUTER,2,4.6,Anacapa Island SMR,reference,OUT,SCSR,NCI East,ANA,34.012783,-119.363133,0
UCSB,SBTL_SWATH,2007,7,16,ANACAPA_LIGHTHOUSE_REEF,E,INNER,1,3.7,Anacapa Island SMR,reference,OUT,SCSR,NCI East,ANA,34.0139,-119.36,0
UCSB,SBTL_SWATH,2007,7,16,ANACAPA_LIGHTHOUSE_REEF,E,INNER,2,4.9,Anacapa Island SMR,reference,OUT,SCSR,NCI East,ANA,34.0139,-119.36,0
UCSB,SBTL_SWATH,2007,7,16,ANACAPA_LIGHTHOUSE_REEF,E,OUTER,1,7.6,Anacapa Island SMR,reference,OUT,SCSR,NCI East,ANA,34.0139,-119.36,0
UCSB,SBTL_SWATH,2007,7,16,ANACAPA_LIGHTHOUSE_REEF,E,OUTER,2,9.1,Anacapa Island SMR,reference,OUT,SCSR,NCI East,ANA,34.0139,-119.36,0
UCSB,SBTL_SWATH,2007,7,16,ANACAPA_LIGHTHOUSE_REEF,W,INNER,1,6.1,Anacapa Island SMR,reference,OUT,SCSR,NCI East,ANA,34.010783,-119.3725,0
UCSB,SBTL_SWATH,2007,7,16,ANACAPA_LIGHTHOUSE_REEF,W,INNER,2,4.3,Anacapa Island SMR,reference,OUT,SCSR,NCI East,ANA,34.010783,-119.3725,0
UCSB,SBTL_SWATH,2007,7,16,ANACAPA_LIGHTHOUSE_REEF,W,OUTER,1,9.1,Anacapa Island SMR,reference,OUT,SCSR,NCI East,ANA,34.010783,-119.3725,0
UCSB,SBTL_SWATH,2007,7,16,ANACAPA_LIGHTHOUSE_REEF,W,OUTER,2,6.7,Anacapa Island SMR,reference,OUT,SCSR,NCI East,ANA,34.010783,-119.3725,0
UCSB,SBTL_SWATH,2007,7,6,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,9.1,Anacapa Island SMR,SMR,IN,SCSR,NCI East,ANA,34.009883,-119.388333,2003
UCSB,SBTL_SWATH,2007,7,6,ANACAPA_MIDDLE_ISLE,CEN,INNER,2,10.4,Anacapa Island SMR,SMR,IN,SCSR,NCI East,ANA,34.009883,-119.388333,2003
UCSB,SBTL_SWATH,2007,7,6,ANACAPA_MIDDLE_ISLE,CEN,OUTER,1,10.7,Anacapa Island SMR,SMR,IN,SCSR,NCI East,ANA,34.009883,-119.388333,2003
UCSB,SBTL_SWATH,2007,7,6,ANACAPA_MIDDLE_ISLE,CEN,OUTER,2,10.7,Anacapa Island SMR,SMR,IN,SCSR,NCI East,ANA,34.009883,-119.388333,2003
UCSB,SBTL_SWATH,2007,7,6,ANACAPA_MIDDLE_ISLE,E,INNER,1,5.8,Anacapa Island SMR,SMR,IN,SCSR,NCI East,ANA,34.0085,-119.388167,2003
UCSB,SBTL_SWATH,2007,7,6,ANACAPA_MIDDLE_ISLE,E,INNER,2,5.5,Anacapa Island SMR,SMR,IN,SCSR,NCI East,ANA,34.0085,-119.388167,2003
UCSB,SBTL_SWATH,2007,7,6,ANACAPA_MIDDLE_ISLE,E,OUTER,1,7.3,Anacapa Island SMR,SMR,IN,SCSR,NCI East,ANA,34.0085,-119.388167,2003
UCSB,SBTL_SWATH,2007,7,6,ANACAPA_MIDDLE_ISLE,E,OUTER,2,7.6,Anacapa Island SMR,SMR,IN,SCSR,NCI East,ANA,34.0085,-119.388167,2003
UCSB,SBTL_SWATH,2007,7,6,ANACAPA_MIDDLE_ISLE,W,INNER,1,4.9,Anacapa Island SMR,SMR,IN,SCSR,NCI East,ANA,34.007833,-119.394467,2003
UCSB,SBTL_SWATH,2007,7,6,ANACAPA_MIDDLE_ISLE,W,INNER,2,5.2,Anacapa Island SMR,SMR,IN,SCSR,NCI East,ANA,34.007833,-119.394467,2003
