campus,method,year,month,day,site,side,zone,transect,classcode,count,size,depth,observer,heading
UCSB,SBTL_SWATH,2011,8,2,NAPLES,CEN,OUTER,2,STRPURAD,19,,13.2,DOUG SIMPSON,90
UCSB,SBTL_SWATH,2011,8,2,NAPLES,E,INNER,1,MESFRAAD,83,,14,KATIE DAVIS,270
UCSB,SBTL_SWATH,2011,8,2,NAPLES,E,INNER,1,STRPURAD,61,,14,KATIE DAVIS,270
UCSB,SBTL_SWATH,2011,8,2,NAPLES,E,INNER,2,MESFRAAD,278,,13.9,KATIE DAVIS,90
UCSB,SBTL_SWATH,2011,8,2,NAPLES,E,INNER,2,STRPURAD,38,,13.9,KATIE DAVIS,90
UCSB,SBTL_SWATH,2011,8,2,NAPLES,E,OUTER,1,MESFRAAD,401,,13,DOUG SIMPSON,270
UCSB,SBTL_SWATH,2011,8,2,NAPLES,E,OUTER,1,STRPURAD,150,,13,DOUG SIMPSON,270
UCSB,SBTL_SWATH,2011,8,2,NAPLES,E,OUTER,2,MESFRAAD,99,,14.1,DOUG SIMPSON,90
UCSB,SBTL_SWATH,2011,8,2,NAPLES,E,OUTER,2,STRPURAD,4,,14.1,DOUG SIMPSON,90
UCSB,SBTL_SWATH,2011,8,2,NAPLES,W,INNER,1,MESFRAAD,152,,11.2,KATIE DAVIS,90
UCSB,SBTL_SWATH,2011,8,2,NAPLES,W,INNER,1,STRPURAD,251,,11.2,KATIE DAVIS,90
UCSB,SBTL_SWATH,2011,8,2,NAPLES,W,INNER,2,MESFRAAD,52,,13,KATIE DAVIS,90
UCSB,SBTL_SWATH,2011,8,2,NAPLES,W,INNER,2,STRPURAD,32,,13,KATIE DAVIS,90
UCSB,SBTL_SWATH,2011,8,2,NAPLES,W,OUTER,1,MESFRAAD,9,,14.15,DOUG SIMPSON,90
UCSB,SBTL_SWATH,2011,8,2,NAPLES,W,OUTER,1,STRPURAD,453,,14.15,DOUG SIMPSON,90
UCSB,SBTL_SWATH,2011,8,2,NAPLES,W,OUTER,2,MESFRAAD,25,,12.8,DOUG SIMPSON,90
UCSB,SBTL_SWATH,2011,8,2,NAPLES,W,OUTER,2,STRPURAD,920,,12.8,DOUG SIMPSON,90
UCSB,SBTL_SWATH,2011,8,15,SCI_PAINTED_CAVE,E,INNER,1,MESFRAAD,134,,6.55,DOUG SIMPSON,90
UCSB,SBTL_SWATH,2011,8,15,SCI_PAINTED_CAVE,E,INNER,1,STRPURAD,242,,6.55,DOUG SIMPSON,90
UCSB,SBTL_SWATH,2011,8,15,SCI_PAINTED_CAVE,E,INNER,2,MESFRAAD,81,,6.4,AVREY PARSONS-FIELD,210
UCSB,SBTL_SWATH,2011,8,15,SCI_PAINTED_CAVE,E,INNER,2,STRPURAD,700,,6.4,AVREY PARSONS-FIELD,210
UCSB,SBTL_SWATH,2011,8,15,SCI_PAINTED_CAVE,E,OUTER,1,MESFRAAD,207,,14.75,DOUG SIMPSON,90
UCSB,SBTL_SWATH,2011,8,15,SCI_PAINTED_CAVE,E,OUTER,1,STRPURAD,539,,14.75,DOUG SIMPSON,90
UCSB,SBTL_SWATH,2011,8,15,SCI_PAINTED_CAVE,E,OUTER,2,MESFRAAD,108,,16.2,AVREY PARSONS-FIELD,210
UCSB,SBTL_SWATH,2011,8,15,SCI_PAINTED_CAVE,E,OUTER,2,STRPURAD,110,,16.2,AVREY PARSONS-FIELD,210
UCSB,SBTL_SWATH,2011,8,16,SMI_HARRIS_PT_RESERVE,W,INNER,1,MESFRAAD,1150,,6,AVREY PARSONS-FIELD,240
UCSB,SBTL_SWATH,2011,8,16,SMI_HARRIS_PT_RESERVE,W,INNER,1,STRPURAD,3,,6,AVREY PARSONS-FIELD,240
UCSB,SBTL_SWATH,2011,8,16,SMI_HARRIS_PT_RESERVE,W,INNER,2,MESFRAAD,1317,,6.1,AVREY PARSONS-FIELD,60
UCSB,SBTL_SWATH,2011,8,16,SMI_HARRIS_PT_RESERVE,W,MID,1,MESFRAAD,378,,8.35,DJ MACASKILL,240
UCSB,SBTL_SWATH,2011,8,16,SMI_HARRIS_PT_RESERVE,W,MID,2,MESFRAAD,533,,8.1,DJ MACASKILL,60
UCSB,SBTL_SWATH,2011,8,16,SMI_HARRIS_PT_RESERVE,W,OUTER,1,MESFRAAD,337,,10.1,KATIE DAVIS,240
UCSB,SBTL_SWATH,2011,8,16,SMI_HARRIS_PT_RESERVE,W,OUTER,1,STRPURAD,3,,10.1,KATIE DAVIS,240
UCSB,SBTL_SWATH,2011,8,16,SMI_HARRIS_PT_RESERVE,W,OUTER,2,MESFRAAD,197,,11.9,KATIE DAVIS,60
UCSB,SBTL_SWATH,2011,8,17,SMI_CUYLER,W,INNER,1,MESFRAAD,864,,5.05,AVREY PARSONS-FIELD,270
UCSB,SBTL_SWATH,2011,8,17,SMI_CUYLER,W,INNER,1,STRPURAD,207,,5.05,AVREY PARSONS-FIELD,270
UCSB,SBTL_SWATH,2011,8,17,SMI_CUYLER,W,INNER,2,MESFRAAD,38,,4.7,AVREY PARSONS-FIELD,60
UCSB,SBTL_SWATH,2011,8,17,SMI_CUYLER,W,INNER,2,STRPURAD,3,,4.7,AVREY PARSONS-FIELD,60
UCSB,SBTL_SWATH,2011,8,17,SMI_CUYLER,W,MID,1,MESFRAAD,81,,11.5,DJ MACASKILL,60
UCSB,SBTL_SWATH,2011,8,17,SMI_CUYLER,W,MID,1,STRPURAD,28,,11.5,DJ MACASKILL,60
UCSB,SBTL_SWATH,2011,8,17,SMI_CUYLER,W,MID,2,MESFRAAD,191,,10.7,DJ MACASKILL,60
UCSB,SBTL_SWATH,2011,8,17,SMI_CUYLER,W,MID,2,STRPURAD,12,,10.7,DJ MACASKILL,60
UCSB,SBTL_SWATH,2011,9,6,SCI_GULL_ISLE,W,INNER,1,MESFRAAD,1200,,6.4,AVREY PARSONS-FIELD,300
UCSB,SBTL_SWATH,2011,9,6,SCI_GULL_ISLE,W,INNER,1,STRPURAD,1608,,6.4,AVREY PARSONS-FIELD,300
UCSB,SBTL_SWATH,2011,9,6,SCI_GULL_ISLE,W,INNER,2,MESFRAAD,237,,5.5,AVREY PARSONS-FIELD,120
UCSB,SBTL_SWATH,2011,9,6,SCI_GULL_ISLE,W,INNER,2,STRPURAD,1185,,5.5,AVREY PARSONS-FIELD,120
UCSB,SBTL_SWATH,2011,9,6,SCI_GULL_ISLE,W,MID,1,MESFRAAD,155,,10.6,KATIE DAVIS,300
UCSB,SBTL_SWATH,2011,9,6,SCI_GULL_ISLE,W,MID,1,STRPURAD,833,,10.6,KATIE DAVIS,300
UCSB,SBTL_SWATH,2011,9,6,SCI_GULL_ISLE,W,MID,2,MESFRAAD,400,,10.3,KATIE DAVIS,120
UCSB,SBTL_SWATH,2011,9,6,SCI_GULL_ISLE,W,MID,2,PANINT,1,7,10.3,KATIE DAVIS,120
UCSB,SBTL_SWATH,2011,9,6,SCI_GULL_ISLE,W,MID,2,STRPURAD,373,,10.3,KATIE DAVIS,120
UCSB,SBTL_SWATH,2011,9,6,SCI_GULL_ISLE,W,OUTER,1,MESFRAAD,75,,16.7,KATIE DAVIS,300
UCSB,SBTL_SWATH,2011,9,6,SCI_GULL_ISLE,W,OUTER,1,STRPURAD,113,,16.7,KATIE DAVIS,300
UCSB,SBTL_SWATH,2011,9,6,SCI_GULL_ISLE,W,OUTER,2,MESFRAAD,58,,18.75,AVREY PARSONS-FIELD,120
UCSB,SBTL_SWATH,2011,9,6,SCI_GULL_ISLE,W,OUTER,2,STRPURAD,231,,18.75,AVREY PARSONS-FIELD,120
UCSB,SBTL_SWATH,2011,9,13,SCI_GULL_ISLE,E,MID,2,MESFRAAD,76,,10,AVREY PARSONS-FIELD,40
UCSB,SBTL_SWATH,2011,9,13,SCI_GULL_ISLE,E,MID,2,PANINT,1,8,10,AVREY PARSONS-FIELD,40
UCSB,SBTL_SWATH,2011,9,13,SCI_GULL_ISLE,E,MID,2,STRPURAD,848,,10,AVREY PARSONS-FIELD,40
UCSB,SBTL_SWATH,2011,9,13,SCI_GULL_ISLE,E,OUTER,1,MESFRAAD,82,,18,KATIE DAVIS,220
UCSB,SBTL_SWATH,2011,9,13,SCI_GULL_ISLE,E,OUTER,1,PANINT,1,10,18,KATIE DAVIS,220
UCSB,SBTL_SWATH,2011,9,13,SCI_GULL_ISLE,E,OUTER,1,STRPURAD,88,,18,KATIE DAVIS,220
UCSB,SBTL_SWATH,2011,9,13,SCI_GULL_ISLE,E,OUTER,2,MESFRAAD,30,,17.1,AVREY PARSONS-FIELD,40
UCSB,SBTL_SWATH,2011,9,13,SCI_GULL_ISLE,E,OUTER,2,STRPURAD,69,,17.1,AVREY PARSONS-FIELD,40
UCSB,SBTL_SWATH,2011,9,15,LITTLE_DUME,CEN,INNER,2,PANINT,1,7,5.8,KATIE DAVIS,40
UCSB,SBTL_SWATH,2011,9,15,LITTLE_DUME,CEN,INNER,2,STRPURAD,6,,5.8,KATIE DAVIS,40
UCSB,SBTL_SWATH,2011,9,15,LITTLE_DUME,CEN,OUTER,1,MESFRAAD,78,,11.9,KATIE DAVIS,40
UCSB,SBTL_SWATH,2011,9,15,LITTLE_DUME,CEN,OUTER,1,STRPURAD,23,,11.9,KATIE DAVIS,40
UCSB,SBTL_SWATH,2011,9,15,LITTLE_DUME,CEN,OUTER,2,MESFRAAD,23,,12.5,KATIE DAVIS,40
UCSB,SBTL_SWATH,2011,9,15,LITTLE_DUME,CEN,OUTER,2,STRPURAD,18,,12.5,KATIE DAVIS,40
UCSB,SBTL_SWATH,2011,9,15,POINT_DUME,CEN,INNER,1,MESFRAAD,83,,5.2,KATIE DAVIS,240
UCSB,SBTL_SWATH,2011,9,15,POINT_DUME,CEN,INNER,1,PANINT,2,5,5.2,KATIE DAVIS,240
UCSB,SBTL_SWATH,2011,9,15,POINT_DUME,CEN,INNER,1,PANINT,1,7,5.2,KATIE DAVIS,240
UCSB,SBTL_SWATH,2011,9,15,POINT_DUME,CEN,INNER,1,PANINT,1,8,5.2,KATIE DAVIS,240
UCSB,SBTL_SWATH,2011,9,15,POINT_DUME,CEN,INNER,1,STRPURAD,610,,5.2,KATIE DAVIS,240
UCSB,SBTL_SWATH,2011,9,15,POINT_DUME,CEN,INNER,2,MESFRAAD,33,,5.5,KATIE DAVIS,60
UCSB,SBTL_SWATH,2011,9,15,POINT_DUME,CEN,INNER,2,STRPURAD,236,,5.5,KATIE DAVIS,60
UCSB,SBTL_SWATH,2011,9,15,POINT_DUME,CEN,MID,1,MESFRAAD,137,,7.9,AVREY PARSONS-FIELD,200
UCSB,SBTL_SWATH,2011,9,15,POINT_DUME,CEN,MID,1,STRPURAD,2200,,7.9,AVREY PARSONS-FIELD,200
UCSB,SBTL_SWATH,2011,9,15,POINT_DUME,CEN,MID,2,MESFRAAD,35,,6.7,KATIE DAVIS,20
UCSB,SBTL_SWATH,2011,9,15,POINT_DUME,CEN,MID,2,STRPURAD,786,,6.7,KATIE DAVIS,20
UCSB,SBTL_SWATH,2011,9,15,POINT_DUME,CEN,OUTER,1,MESFRAAD,246,,9.3,KATIE DAVIS,200
UCSB,SBTL_SWATH,2011,9,15,POINT_DUME,CEN,OUTER,1,STRPURAD,1233,,9.3,KATIE DAVIS,200
UCSB,SBTL_SWATH,2011,9,15,POINT_DUME,CEN,OUTER,2,MESFRAAD,78,,10.25,KATIE DAVIS,200
UCSB,SBTL_SWATH,2011,9,15,POINT_DUME,CEN,OUTER,2,PANINT,1,7,10.25,KATIE DAVIS,200
UCSB,SBTL_SWATH,2011,9,15,POINT_DUME,CEN,OUTER,2,STRPURAD,432,,10.25,KATIE DAVIS,200
UCSB,SBTL_SWATH,2011,9,19,EL_MATADOR,CEN,INNER,1,MESFRAAD,40,,7,AVREY PARSONS-FIELD,90
UCSB,SBTL_SWATH,2011,9,19,EL_MATADOR,CEN,INNER,1,STRPURAD,602,,7,AVREY PARSONS-FIELD,90
UCSB,SBTL_SWATH,2011,9,19,EL_MATADOR,CEN,INNER,2,MESFRAAD,10,,6.3,AVREY PARSONS-FIELD,90
UCSB,SBTL_SWATH,2011,9,19,EL_MATADOR,CEN,INNER,2,PANINT,1,5,6.3,AVREY PARSONS-FIELD,90
UCSB,SBTL_SWATH,2011,9,19,EL_MATADOR,CEN,INNER,2,STRPURAD,158,,6.3,AVREY PARSONS-FIELD,90
UCSB,SBTL_SWATH,2011,9,19,EL_MATADOR,CEN,MID,1,MESFRAAD,8,,7.45,KATIE DAVIS,90
UCSB,SBTL_SWATH,2011,9,19,EL_MATADOR,CEN,MID,1,STRPURAD,36,,7.45,KATIE DAVIS,90
UCSB,SBTL_SWATH,2011,9,19,EL_MATADOR,CEN,MID,2,STRPURAD,13,,7.75,AVREY PARSONS-FIELD,90
UCSB,SBTL_SWATH,2011,9,19,EL_MATADOR,CEN,OUTER,1,MESFRAAD,89,,11.4,AVREY PARSONS-FIELD,90
UCSB,SBTL_SWATH,2011,9,19,EL_MATADOR,CEN,OUTER,1,STRPURAD,272,,11.4,AVREY PARSONS-FIELD,90
UCSB,SBTL_SWATH,2011,9,19,EL_MATADOR,CEN,OUTER,2,MESFRAAD,281,,11.7,AVREY PARSONS-FIELD,90
UCSB,SBTL_SWATH,2011,9,19,EL_MATADOR,CEN,OUTER,2,STRPURAD,478,,11.7,AVREY PARSONS-FIELD,90
UCSB,SBTL_SWATH,2011,9,19,LEO_CARRILLO,CEN,OUTER,1,MESFRAAD,150,,13.4,AVREY PARSONS-FIELD,270
UCSB,SBTL_SWATH,2011,9,19,LEO_CARRILLO,CEN,OUTER,1,STRPURAD,73,,13.4,AVREY PARSONS-FIELD,270
UCSB,SBTL_SWATH,2011,9,19,LEO_CARRILLO,CEN,OUTER,2,MESFRAAD,65,,14.9,AVREY PARSONS-FIELD,270
UCSB,SBTL_SWATH,2011,9,19,LEO_CARRILLO,CEN,OUTER,2,STRPURAD,56,,14.9,AVREY PARSONS-FIELD,270
UCSB,SBTL_SWATH,2011,9,19,LITTLE_DUME,CEN,MID,1,MESFRAAD,13,,7.9,KATIE DAVIS,40
UCSB,SBTL_SWATH,2011,9,19,LITTLE_DUME,CEN,MID,1,PANINT,1,6,7.9,KATIE DAVIS,40
UCSB,SBTL_SWATH,2011,9,19,LITTLE_DUME,CEN,MID,1,PANINT,1,7,7.9,KATIE DAVIS,40
UCSB,SBTL_SWATH,2011,9,19,LITTLE_DUME,CEN,MID,1,STRPURAD,8,,7.9,KATIE DAVIS,40
UCSB,SBTL_SWATH,2011,9,19,LITTLE_DUME,CEN,MID,2,MESFRAAD,6,,8.8,AVREY PARSONS-FIELD,90
UCSB,SBTL_SWATH,2011,9,19,LITTLE_DUME,CEN,MID,2,STRPURAD,19,,8.8,AVREY PARSONS-FIELD,90
UCSB,SBTL_SWATH,2011,9,20,COUNTY_LINE,CEN,INNER,1,MESFRAAD,22,,6.1,KATIE DAVIS,270
UCSB,SBTL_SWATH,2011,9,20,COUNTY_LINE,CEN,INNER,1,STRPURAD,682,,6.1,KATIE DAVIS,270
UCSB,SBTL_SWATH,2011,9,20,COUNTY_LINE,CEN,INNER,2,MESFRAAD,74,,6.5,AVREY PARSONS-FIELD,90
UCSB,SBTL_SWATH,2011,9,20,COUNTY_LINE,CEN,INNER,2,PANINT,1,5,6.5,AVREY PARSONS-FIELD,90
UCSB,SBTL_SWATH,2011,9,20,COUNTY_LINE,CEN,INNER,2,STRPURAD,1643,,6.5,AVREY PARSONS-FIELD,90
UCSB,SBTL_SWATH,2011,9,20,COUNTY_LINE,CEN,MID,1,MESFRAAD,90,,9.15,KATIE DAVIS,270
UCSB,SBTL_SWATH,2011,9,20,COUNTY_LINE,CEN,MID,1,STRPURAD,1045,,9.15,KATIE DAVIS,270
UCSB,SBTL_SWATH,2011,9,20,COUNTY_LINE,CEN,MID,2,MESFRAAD,75,,8.5,KATIE DAVIS,90
UCSB,SBTL_SWATH,2011,9,20,COUNTY_LINE,CEN,MID,2,PANINT,1,6,8.5,KATIE DAVIS,90
UCSB,SBTL_SWATH,2011,9,20,COUNTY_LINE,CEN,MID,2,STRPURAD,863,,8.5,KATIE DAVIS,90
UCSB,SBTL_SWATH,2011,9,20,COUNTY_LINE,CEN,OUTER,1,MESFRAAD,292,,11,KATIE DAVIS,270
UCSB,SBTL_SWATH,2011,9,20,COUNTY_LINE,CEN,OUTER,1,STRPURAD,808,,11,KATIE DAVIS,270
UCSB,SBTL_SWATH,2011,9,20,COUNTY_LINE,CEN,OUTER,2,MESFRAAD,336,,11.75,KATIE DAVIS,90
UCSB,SBTL_SWATH,2011,9,20,COUNTY_LINE,CEN,OUTER,2,STRPURAD,680,,11.75,KATIE DAVIS,90
UCSB,SBTL_SWATH,2011,9,20,LEO_CARRILLO,CEN,INNER,1,MESFRAAD,213,,6.7,KATIE DAVIS,270
UCSB,SBTL_SWATH,2011,9,20,LEO_CARRILLO,CEN,INNER,1,STRPURAD,213,,6.7,KATIE DAVIS,270
UCSB,SBTL_SWATH,2011,9,20,LEO_CARRILLO,CEN,INNER,2,MESFRAAD,75,,7.1,KATIE DAVIS,90
UCSB,SBTL_SWATH,2011,9,20,LEO_CARRILLO,CEN,INNER,2,STRPURAD,29,,7.1,KATIE DAVIS,90
UCSB,SBTL_SWATH,2011,9,20,LEO_CARRILLO,CEN,MID,1,MESFRAAD,15,,11,AVREY PARSONS-FIELD,270
UCSB,SBTL_SWATH,2011,9,20,LEO_CARRILLO,CEN,MID,1,STRPURAD,7,,11,AVREY PARSONS-FIELD,270
UCSB,SBTL_SWATH,2011,9,20,LEO_CARRILLO,CEN,MID,2,MESFRAAD,94,,10.6,KATIE DAVIS,270
UCSB,SBTL_SWATH,2011,9,20,LEO_CARRILLO,CEN,MID,2,STRPURAD,32,,10.6,KATIE DAVIS,270
UCSB,SBTL_SWATH,2011,10,10,SMI_HARRIS_PT_RESERVE,E,INNER,1,MESFRAAD,902,,8.4,AVREY PARSONS-FIELD,140
UCSB,SBTL_SWATH,2011,10,10,SMI_HARRIS_PT_RESERVE,E,INNER,1,STRPURAD,8,,8.4,AVREY PARSONS-FIELD,140
UCSB,SBTL_SWATH,2011,10,10,SMI_HARRIS_PT_RESERVE,E,INNER,2,MESFRAAD,922,,7.9,AVREY PARSONS-FIELD,320
UCSB,SBTL_SWATH,2011,10,10,SMI_HARRIS_PT_RESERVE,E,INNER,2,STRPURAD,2,,7.9,AVREY PARSONS-FIELD,320
UCSB,SBTL_SWATH,2011,10,10,SMI_HARRIS_PT_RESERVE,E,MID,1,MESFRAAD,475,,9.633333333,KATIE DAVIS,140
UCSB,SBTL_SWATH,2011,10,10,SMI_HARRIS_PT_RESERVE,E,MID,1,PANINT,1,14,9.633333333,KATIE DAVIS,140
UCSB,SBTL_SWATH,2011,10,10,SMI_HARRIS_PT_RESERVE,E,MID,2,MESFRAAD,429,,10.7,KATIE DAVIS,320
UCSB,SBTL_SWATH,2011,10,10,SMI_HARRIS_PT_RESERVE,E,OUTER,1,MESFRAAD,369,,14,AVREY PARSONS-FIELD,140
UCSB,SBTL_SWATH,2011,10,10,SMI_HARRIS_PT_RESERVE,E,OUTER,2,MESFRAAD,370,,14.6,AVREY PARSONS-FIELD,320
UCSB,SBTL_SWATH,2011,10,17,COJO,W,INNER,2,MESFRAAD,1,,6.5,KATIE DAVIS,270
UCSB,SBTL_SWATH,2011,10,18,BULLITO,CEN,INNER,1,STRPURAD,10,,7.15,AVREY PARSONS-FIELD,240
UCSB,SBTL_SWATH,2011,10,24,SMI_CUYLER,E,INNER,1,MESFRAAD,114,,7.45,KATIE DAVIS,90
UCSB,SBTL_SWATH,2011,10,24,SMI_CUYLER,E,INNER,1,STRPURAD,4,,7.45,KATIE DAVIS,90
UCSB,SBTL_SWATH,2011,10,24,SMI_CUYLER,E,INNER,2,MESFRAAD,16,,8.8,KATIE DAVIS,270
UCSB,SBTL_SWATH,2011,10,24,SMI_CUYLER,E,MID,1,MESFRAAD,201,,9.466666667,KATIE DAVIS,90
UCSB,SBTL_SWATH,2011,10,24,SMI_CUYLER,E,MID,2,MESFRAAD,231,,8.65,KATIE DAVIS,270
UCSB,SBTL_SWATH,2011,10,24,SMI_CUYLER,E,OUTER,1,MESFRAAD,139,,12.8,KATIE DAVIS,90
UCSB,SBTL_SWATH,2011,10,24,SMI_CUYLER,E,OUTER,2,MESFRAAD,167,,13.55,KATIE DAVIS,270
UCSB,SBTL_SWATH,2011,10,24,SMI_CUYLER,E,OUTER,2,STRPURAD,1,,13.55,KATIE DAVIS,270
UCSB,SBTL_SWATH,2011,10,27,SCI_GULL_ISLE,E,MID,1,MESFRAAD,12,,8.1,KATIE DAVIS,220
UCSB,SBTL_SWATH,2011,10,27,SCI_GULL_ISLE,E,MID,1,STRPURAD,164,,8.1,KATIE DAVIS,220
UCSB,SBTL_SWATH,2011,11,16,SCI_GULL_ISLE,E,INNER,1,MESFRAAD,233,,4.3,AVREY PARSONS-FIELD,220
UCSB,SBTL_SWATH,2011,11,16,SCI_GULL_ISLE,E,INNER,1,PANINT,2,11,4.3,AVREY PARSONS-FIELD,220
UCSB,SBTL_SWATH,2011,11,16,SCI_GULL_ISLE,E,INNER,1,PANINT,1,12,4.3,AVREY PARSONS-FIELD,220
UCSB,SBTL_SWATH,2011,11,16,SCI_GULL_ISLE,E,INNER,1,STRPURAD,3831,,4.3,AVREY PARSONS-FIELD,220
UCSB,SBTL_SWATH,2011,11,16,SCI_GULL_ISLE,E,INNER,2,MESFRAAD,54,,5.05,AVREY PARSONS-FIELD,220
UCSB,SBTL_SWATH,2011,11,16,SCI_GULL_ISLE,E,INNER,2,PANINT,1,7.5,5.05,AVREY PARSONS-FIELD,220
UCSB,SBTL_SWATH,2011,11,16,SCI_GULL_ISLE,E,INNER,2,STRPURAD,1350,,5.05,AVREY PARSONS-FIELD,220
UCSB,SBTL_SWATH,2011,11,21,SRI_SOUTH_POINT,E,INNER,1,MESFRAAD,396,,9.3,AVREY PARSONS-FIELD,280
UCSB,SBTL_SWATH,2011,11,21,SRI_SOUTH_POINT,E,INNER,1,PANINT,1,8,9.3,AVREY PARSONS-FIELD,280
UCSB,SBTL_SWATH,2011,11,21,SRI_SOUTH_POINT,E,INNER,1,PANINT,1,10,9.3,AVREY PARSONS-FIELD,280
UCSB,SBTL_SWATH,2011,11,21,SRI_SOUTH_POINT,E,INNER,1,STRPURAD,172,,9.3,AVREY PARSONS-FIELD,280
UCSB,SBTL_SWATH,2011,11,21,SRI_SOUTH_POINT,E,INNER,2,MESFRAAD,38,,9.566666667,AVREY PARSONS-FIELD,280
UCSB,SBTL_SWATH,2011,11,21,SRI_SOUTH_POINT,E,INNER,2,STRPURAD,106,,9.566666667,AVREY PARSONS-FIELD,280
UCSB,SBTL_SWATH,2011,11,21,SRI_SOUTH_POINT,E,MID,1,MESFRAAD,44,,9.95,AVREY PARSONS-FIELD,280
UCSB,SBTL_SWATH,2011,11,21,SRI_SOUTH_POINT,E,MID,1,STRPURAD,80,,9.95,AVREY PARSONS-FIELD,280
UCSB,SBTL_SWATH,2011,11,21,SRI_SOUTH_POINT,E,MID,2,MESFRAAD,71,,10.2,AVREY PARSONS-FIELD,100
UCSB,SBTL_SWATH,2011,11,21,SRI_SOUTH_POINT,E,MID,2,STRPURAD,132,,10.2,AVREY PARSONS-FIELD,100
UCSB,SBTL_SWATH,2011,11,21,SRI_SOUTH_POINT,W,INNER,1,MESFRAAD,129,,5.5,AVREY PARSONS-FIELD,300
UCSB,SBTL_SWATH,2011,11,21,SRI_SOUTH_POINT,W,INNER,1,STRPURAD,3060,,5.5,AVREY PARSONS-FIELD,300
UCSB,SBTL_SWATH,2011,11,21,SRI_SOUTH_POINT,W,INNER,2,MESFRAAD,243,,6,AVREY PARSONS-FIELD,120
UCSB,SBTL_SWATH,2011,11,21,SRI_SOUTH_POINT,W,INNER,2,STRPURAD,336,,6,AVREY PARSONS-FIELD,120
UCSB,SBTL_SWATH,2011,11,21,SRI_SOUTH_POINT,W,MID,1,MESFRAAD,137,,11.75,AVREY PARSONS-FIELD,300
UCSB,SBTL_SWATH,2011,11,21,SRI_SOUTH_POINT,W,MID,1,STRPURAD,264,,11.75,AVREY PARSONS-FIELD,300
UCSB,SBTL_SWATH,2011,11,21,SRI_SOUTH_POINT,W,MID,2,MESFRAAD,503,,11.2,AVREY PARSONS-FIELD,120
UCSB,SBTL_SWATH,2011,11,21,SRI_SOUTH_POINT,W,MID,2,STRPURAD,366,,11.2,AVREY PARSONS-FIELD,120
UCSB,SBTL_SWATH,2011,11,22,SRI_CLUSTER_POINT,N,MID,1,MESFRAAD,14,,10.4,AVREY PARSONS-FIELD,300
UCSB,SBTL_SWATH,2011,11,22,SRI_CLUSTER_POINT,N,MID,1,STRPURAD,56,,10.4,AVREY PARSONS-FIELD,300
UCSB,SBTL_SWATH,2011,11,22,SRI_CLUSTER_POINT,N,MID,2,MESFRAAD,1,,9.5,AVREY PARSONS-FIELD,300
UCSB,SBTL_SWATH,2011,11,22,SRI_CLUSTER_POINT,N,MID,2,STRPURAD,7,,9.5,AVREY PARSONS-FIELD,300
UCSB,SBTL_SWATH,2011,11,22,SRI_CLUSTER_POINT,S,INNER,1,MESFRAAD,3,,7.9,AVREY PARSONS-FIELD,120
UCSB,SBTL_SWATH,2011,11,22,SRI_CLUSTER_POINT,S,INNER,1,STRPURAD,70,,7.9,AVREY PARSONS-FIELD,120
UCSB,SBTL_SWATH,2011,11,22,SRI_CLUSTER_POINT,S,INNER,2,MESFRAAD,17,,7.6,AVREY PARSONS-FIELD,120
UCSB,SBTL_SWATH,2011,11,22,SRI_CLUSTER_POINT,S,INNER,2,STRPURAD,75,,7.6,AVREY PARSONS-FIELD,120
UCSB,SBTL_SWATH,2011,11,22,SRI_CLUSTER_POINT,S,MID,1,MESFRAAD,87,,9.566666667,AVREY PARSONS-FIELD,120
UCSB,SBTL_SWATH,2011,11,22,SRI_CLUSTER_POINT,S,MID,1,STRPURAD,74,,9.566666667,AVREY PARSONS-FIELD,120
UCSB,SBTL_SWATH,2011,11,22,SRI_CLUSTER_POINT,S,MID,2,MESFRAAD,1,,8.95,AVREY PARSONS-FIELD,120
UCSB,SBTL_SWATH,2011,11,22,SRI_CLUSTER_POINT,S,MID,2,STRPURAD,1,,8.95,AVREY PARSONS-FIELD,120
UCSB,SBTL_SWATH,2011,12,8,SRI_CLUSTER_POINT,S,OUTER,1,MESFRAAD,8,,18.6,AVREY PARSONS-FIELD,300
UCSB,SBTL_SWATH,2011,12,8,SRI_CLUSTER_POINT,S,OUTER,1,STRPURAD,3,,18.6,AVREY PARSONS-FIELD,300
UCSB,SBTL_SWATH,2011,12,8,SRI_CLUSTER_POINT,S,OUTER,2,MESFRAAD,11,,17.5,KATIE DAVIS,300
UCSB,SBTL_SWATH,2011,12,8,SRI_CLUSTER_POINT,S,OUTER,2,STRPURAD,2,,17.5,KATIE DAVIS,300
UCSB,SBTL_SWATH,2011,12,9,SRI_CLUSTER_POINT,N,INNER,1,MESFRAAD,13,,8,KATIE DAVIS,300
UCSB,SBTL_SWATH,2011,12,9,SRI_CLUSTER_POINT,N,INNER,1,STRPURAD,67,,8,KATIE DAVIS,300
UCSB,SBTL_SWATH,2011,12,9,SRI_CLUSTER_POINT,N,INNER,2,MESFRAAD,30,,8.4,AVREY PARSONS-FIELD,120
UCSB,SBTL_SWATH,2011,12,9,SRI_CLUSTER_POINT,N,INNER,2,PANINT,1,7,8.4,AVREY PARSONS-FIELD,120
UCSB,SBTL_SWATH,2011,12,9,SRI_CLUSTER_POINT,N,INNER,2,STRPURAD,31,,8.4,AVREY PARSONS-FIELD,120
UCSB,SBTL_SWATH,2011,12,9,SRI_CLUSTER_POINT,N,OUTER,1,MESFRAAD,139,,18.7,KATIE DAVIS,300
